state,county,HISP,male,female,VAP,HVAP,NH_WHITEPOP,NH_BLACKPOP,NH_AMINPOP,NH_ASIANPOP,NH_HAWAIIANPOP,NH_OTHERPOP,NH_WVAP,NH_BVAP,NH_AMINVAP,NH_ASIANVAP,NH_HAWAIIANVAP,NH_OTHERVAP,TOTPOP
48,251,27319,75519.0,75415.0,109785.0,16666.0,115545.0,3797.0,741.0,951.0,475.0,2106.0,87655.0,2762.0,555.0,750.0,267.0,1130.0,150934
48,253,5009,12383.0,7819.0,16468.0,3833.0,12549.0,2292.0,62.0,76.0,1.0,213.0,10270.0,2145.0,51.0,57.0,1.0,111.0,20202
48,255,7376,8842.0,5982.0,11862.0,5523.0,5956.0,1351.0,37.0,25.0,2.0,77.0,4952.0,1293.0,22.0,23.0,2.0,47.0,14824
48,257,17548,50811.0,52539.0,73596.0,10148.0,72328.0,10571.0,551.0,869.0,32.0,1451.0,54218.0,7484.0,399.0,626.0,25.0,696.0,103350
48,259,6829,16299.0,17111.0,25311.0,4427.0,25746.0,138.0,129.0,202.0,13.0,353.0,20304.0,92.0,106.0,148.0,13.0,221.0,33410
48,261,319,212.0,204.0,314.0,241.0,86.0,1.0,6.0,1.0,0.0,3.0,68.0,1.0,2.0,1.0,0.0,1.0,416
48,263,120,392.0,416.0,623.0,70.0,669.0,6.0,5.0,0.0,0.0,8.0,540.0,4.0,4.0,0.0,0.0,5.0,808
48,265,11895,24068.0,25557.0,39611.0,7719.0,35851.0,739.0,207.0,361.0,19.0,553.0,30478.0,577.0,186.0,285.0,16.0,350.0,49625
48,267,1077,2281.0,2326.0,3668.0,704.0,3450.0,16.0,17.0,19.0,3.0,25.0,2895.0,12.0,17.0,17.0,3.0,20.0,4607
48,269,39,141.0,145.0,218.0,27.0,242.0,0.0,1.0,0.0,0.0,4.0,187.0,0.0,1.0,0.0,0.0,3.0,286
48,271,2004,1955.0,1643.0,2874.0,1489.0,1496.0,39.0,19.0,10.0,0.0,30.0,1308.0,33.0,16.0,9.0,0.0,19.0,3598
48,273,22495,16337.0,15724.0,24011.0,16021.0,7479.0,1070.0,51.0,715.0,26.0,225.0,6288.0,863.0,46.0,620.0,21.0,152.0,32061
48,275,1101,1835.0,1884.0,2777.0,696.0,2347.0,209.0,14.0,7.0,1.0,40.0,1908.0,141.0,8.0,7.0,1.0,16.0,3719
48,277,3223,24044.0,25749.0,37698.0,1792.0,37891.0,6628.0,592.0,304.0,5.0,1150.0,29886.0,4713.0,453.0,229.0,4.0,621.0,49793
48,279,7231,6964.0,7013.0,9885.0,4563.0,6020.0,555.0,39.0,17.0,4.0,111.0,4841.0,376.0,34.0,16.0,4.0,51.0,13977
48,281,3443,9705.0,9972.0,14801.0,2189.0,14836.0,581.0,127.0,184.0,35.0,471.0,11630.0,450.0,95.0,150.0,26.0,261.0,19677
48,283,5920,4089.0,2797.0,5392.0,4574.0,894.0,18.0,25.0,6.0,0.0,23.0,758.0,14.0,24.0,5.0,0.0,17.0,6886
48,285,3077,9416.0,9847.0,14815.0,1899.0,14674.0,1255.0,30.0,56.0,17.0,154.0,11866.0,893.0,26.0,38.0,11.0,82.0,19263
48,287,3724,8410.0,8202.0,12267.0,2164.0,10798.0,1772.0,44.0,52.0,17.0,205.0,8599.0,1331.0,37.0,38.0,12.0,86.0,16612
48,289,2260,8385.0,8416.0,13052.0,1374.0,13078.0,1181.0,57.0,75.0,2.0,148.0,10531.0,948.0,48.0,55.0,2.0,94.0,16801
48,291,13602,37190.0,38453.0,56276.0,8608.0,52321.0,8074.0,289.0,337.0,23.0,997.0,40265.0,6323.0,241.0,269.0,21.0,549.0,75643
48,293,4465,12122.0,11262.0,17867.0,2751.0,14433.0,4041.0,68.0,84.0,1.0,292.0,11869.0,2986.0,58.0,68.0,1.0,134.0,23384
48,295,1007,1662.0,1640.0,2391.0,610.0,2213.0,7.0,22.0,10.0,0.0,43.0,1731.0,2.0,14.0,6.0,0.0,28.0,3302
48,297,4060,6195.0,5336.0,9177.0,2929.0,6805.0,453.0,62.0,56.0,3.0,92.0,5637.0,433.0,55.0,48.0,3.0,72.0,11531
48,299,1542,9329.0,9972.0,16224.0,996.0,17303.0,102.0,87.0,76.0,5.0,186.0,14901.0,71.0,72.0,59.0,4.0,121.0,19301
48,301,18,46.0,36.0,73.0,14.0,60.0,0.0,4.0,0.0,0.0,0.0,55.0,0.0,4.0,0.0,0.0,0.0,82
48,303,88924,137786.0,141045.0,210969.0,58142.0,159815.0,19957.0,1026.0,5650.0,161.0,3298.0,131186.0,14112.0,818.0,4583.0,126.0,2002.0,278831
48,305,2743,2947.0,2968.0,4270.0,1791.0,2984.0,113.0,28.0,8.0,0.0,39.0,2357.0,84.0,17.0,6.0,0.0,15.0,5915
48,307,2476,4057.0,4226.0,6244.0,1641.0,5568.0,133.0,23.0,28.0,1.0,54.0,4432.0,95.0,21.0,18.0,1.0,36.0,8283
48,309,55471,114169.0,120737.0,175161.0,34631.0,138295.0,33892.0,704.0,3128.0,84.0,3332.0,111511.0,24110.0,561.0,2570.0,71.0,1707.0,234906
48,311,261,367.0,340.0,588.0,197.0,432.0,8.0,0.0,3.0,0.0,3.0,379.0,6.0,0.0,3.0,0.0,3.0,707
48,313,2688,7873.0,5791.0,10664.0,1915.0,8030.0,2687.0,32.0,77.0,1.0,149.0,6439.0,2160.0,27.0,52.0,1.0,70.0,13664
48,315,328,5171.0,5375.0,8537.0,200.0,7564.0,2319.0,72.0,50.0,3.0,210.0,6326.0,1779.0,62.0,36.0,3.0,131.0,10546
48,317,2086,2411.0,2388.0,3343.0,1341.0,2578.0,67.0,15.0,11.0,3.0,39.0,1918.0,41.0,11.0,10.0,1.0,21.0,4799
48,319,864,1978.0,2034.0,3161.0,592.0,3092.0,14.0,11.0,7.0,0.0,24.0,2530.0,10.0,7.0,5.0,0.0,17.0,4012
48,321,14074,18363.0,18339.0,27031.0,9028.0,17400.0,4060.0,104.0,693.0,7.0,364.0,14207.0,3000.0,85.0,489.0,7.0,215.0,36702
48,323,51914,26451.0,27807.0,35935.0,34277.0,1552.0,75.0,506.0,140.0,2.0,69.0,1161.0,55.0,289.0,113.0,2.0,38.0,54258
48,325,22871,23656.0,22350.0,34141.0,15644.0,21408.0,913.0,146.0,272.0,24.0,372.0,17084.0,822.0,109.0,242.0,20.0,220.0,46006
48,327,790,1133.0,1109.0,1803.0,560.0,1425.0,11.0,6.0,3.0,0.0,7.0,1218.0,10.0,5.0,3.0,0.0,7.0,2242
48,329,51600,67242.0,69630.0,99343.0,32746.0,72822.0,8675.0,552.0,1639.0,42.0,1542.0,57809.0,6199.0,430.0,1233.0,28.0,898.0,136872
48,331,5780,12225.0,12532.0,18205.0,3417.0,16216.0,2380.0,76.0,95.0,0.0,210.0,12907.0,1648.0,63.0,74.0,0.0,96.0,24757
48,333,818,2445.0,2491.0,3739.0,521.0,4024.0,26.0,15.0,10.0,1.0,42.0,3165.0,4.0,14.0,9.0,1.0,25.0,4936
48,335,3481,5746.0,3657.0,7583.0,2626.0,4753.0,1043.0,44.0,27.0,0.0,55.0,3901.0,960.0,38.0,22.0,0.0,36.0,9403
48,337,1930,9665.0,10054.0,15192.0,1129.0,17347.0,38.0,137.0,59.0,3.0,205.0,13776.0,16.0,102.0,47.0,3.0,119.0,19719
48,339,94698,225911.0,229835.0,329767.0,58225.0,324611.0,18537.0,1807.0,9347.0,241.0,6505.0,246940.0,12914.0,1366.0,6799.0,185.0,3338.0,455746
48,341,11542,11317.0,10587.0,14905.0,7014.0,8370.0,287.0,107.0,1323.0,18.0,257.0,6615.0,218.0,87.0,783.0,12.0,176.0,21904
48,343,1003,6239.0,6695.0,9921.0,563.0,8636.0,2952.0,82.0,43.0,3.0,215.0,6951.0,2212.0,68.0,33.0,3.0,91.0,12934
48,345,163,613.0,597.0,946.0,94.0,1013.0,24.0,8.0,0.0,0.0,2.0,825.0,20.0,6.0,0.0,0.0,1.0,1210
48,347,11356,30800.0,33724.0,49463.0,6927.0,39699.0,11573.0,230.0,775.0,15.0,876.0,32447.0,8778.0,183.0,598.0,14.0,516.0,64524
48,349,11345,23657.0,24078.0,34812.0,6647.0,28587.0,6490.0,155.0,239.0,380.0,539.0,22662.0,4698.0,131.0,181.0,239.0,254.0,47735
48,351,403,7445.0,7000.0,11092.0,241.0,10825.0,2891.0,77.0,62.0,1.0,186.0,8466.0,2185.0,55.0,48.0,1.0,96.0,14445
48,353,5103,7561.0,7655.0,11281.0,3316.0,9191.0,666.0,44.0,58.0,0.0,154.0,7355.0,455.0,37.0,46.0,0.0,72.0,15216
48,355,206293,167038.0,173185.0,251968.0,142995.0,111870.0,12178.0,882.0,5495.0,209.0,3296.0,92547.0,9191.0,700.0,4338.0,158.0,2039.0,340223
48,357,4982,5237.0,4986.0,6992.0,2920.0,5062.0,19.0,66.0,24.0,3.0,67.0,3952.0,10.0,48.0,18.0,2.0,42.0,10223
48,359,243,1035.0,1017.0,1354.0,131.0,1699.0,60.0,11.0,17.0,0.0,22.0,1179.0,14.0,5.0,15.0,0.0,10.0,2052
48,361,4766,40708.0,41129.0,61330.0,2940.0,67895.0,6922.0,340.0,797.0,38.0,1079.0,52162.0,4786.0,261.0,563.0,25.0,593.0,81837
48,363,4985,13811.0,14300.0,21080.0,2932.0,21958.0,597.0,135.0,132.0,11.0,293.0,17355.0,407.0,107.0,109.0,9.0,161.0,28111
48,365,1970,11808.0,11988.0,17926.0,1135.0,17521.0,3850.0,84.0,72.0,3.0,296.0,13659.0,2849.0,65.0,51.0,2.0,165.0,23796
48,367,12410,59292.0,57635.0,87058.0,7683.0,99698.0,1842.0,768.0,631.0,35.0,1543.0,75918.0,1510.0,568.0,461.0,26.0,892.0,116927
48,369,6164,5259.0,5010.0,7055.0,3834.0,3943.0,91.0,17.0,18.0,8.0,28.0,3096.0,72.0,15.0,12.0,7.0,19.0,10269
48,371,10430,8742.0,6765.0,11685.0,7269.0,4326.0,528.0,57.0,74.0,5.0,87.0,3730.0,506.0,48.0,61.0,5.0,66.0,15507
48,373,5959,24288.0,21125.0,35836.0,4084.0,32830.0,5153.0,778.0,180.0,7.0,506.0,26716.0,4062.0,552.0,137.0,7.0,278.0,45413
48,375,42692,61919.0,59154.0,87420.0,26496.0,59322.0,11823.0,602.0,4675.0,43.0,1916.0,47769.0,8478.0,482.0,3256.0,30.0,909.0,121073
48,377,6521,3818.0,4000.0,5554.0,4498.0,1136.0,27.0,22.0,75.0,0.0,37.0,963.0,14.0,17.0,42.0,0.0,20.0,7818
48,379,839,5485.0,5429.0,8551.0,490.0,9553.0,249.0,95.0,55.0,1.0,122.0,7684.0,195.0,64.0,40.0,1.0,77.0,10914
48,381,19775,58737.0,61988.0,90622.0,12310.0,94361.0,2701.0,586.0,1625.0,29.0,1648.0,73865.0,1870.0,456.0,1221.0,26.0,874.0,120725
48,383,2051,1748.0,1619.0,2357.0,1282.0,1219.0,65.0,7.0,1.0,0.0,24.0,1007.0,50.0,7.0,1.0,0.0,10.0,3367
48,385,814,1638.0,1671.0,2649.0,551.0,2398.0,20.0,23.0,2.0,12.0,40.0,2032.0,6.0,17.0,1.0,12.0,30.0,3309
48,387,849,6266.0,6594.0,10113.0,507.0,9503.0,2211.0,92.0,23.0,0.0,182.0,7753.0,1667.0,72.0,19.0,0.0,95.0,12860
48,389,10233,8281.0,5502.0,10641.0,7491.0,2690.0,672.0,21.0,118.0,2.0,47.0,2383.0,627.0,18.0,87.0,2.0,33.0,13783
48,391,3487,3669.0,3714.0,5602.0,2446.0,3337.0,445.0,25.0,27.0,0.0,62.0,2742.0,335.0,23.0,22.0,0.0,34.0,7383
48,393,74,469.0,460.0,693.0,47.0,841.0,0.0,3.0,2.0,0.0,9.0,634.0,0.0,3.0,2.0,0.0,7.0,929
48,395,2990,8230.0,8392.0,12409.0,1886.0,9821.0,3509.0,47.0,96.0,0.0,159.0,7850.0,2484.0,35.0,66.0,0.0,88.0,16622
48,397,12470,38516.0,39821.0,54830.0,7336.0,58046.0,4397.0,345.0,1850.0,47.0,1182.0,42436.0,2889.0,246.0,1342.0,35.0,546.0,78337
48,399,3361,5197.0,5304.0,7869.0,2129.0,6841.0,165.0,43.0,19.0,0.0,72.0,5518.0,125.0,33.0,15.0,0.0,49.0,10501
48,401,7609,28075.0,25255.0,40951.0,4795.0,35237.0,9359.0,199.0,203.0,14.0,709.0,28048.0,7432.0,147.0,160.0,9.0,360.0,53330
48,403,344,5301.0,5533.0,8714.0,217.0,9484.0,778.0,54.0,33.0,0.0,141.0,7762.0,595.0,44.0,27.0,0.0,69.0,10834
48,405,532,4360.0,4505.0,6999.0,315.0,6183.0,2013.0,16.0,22.0,0.0,99.0,5095.0,1503.0,13.0,14.0,0.0,59.0,8865
48,407,2880,13205.0,13179.0,20058.0,1693.0,20204.0,2662.0,120.0,120.0,9.0,389.0,15930.0,2018.0,98.0,85.0,7.0,227.0,26384
48,409,35248,32163.0,32641.0,46529.0,23399.0,27330.0,902.0,169.0,506.0,46.0,603.0,21575.0,664.0,132.0,403.0,33.0,323.0,64804
48,411,1715,3366.0,2765.0,4846.0,1182.0,4135.0,194.0,28.0,13.0,0.0,46.0,3418.0,179.0,20.0,10.0,0.0,37.0,6131
48,413,1536,1726.0,1735.0,2358.0,1018.0,1872.0,32.0,1.0,4.0,0.0,16.0,1308.0,18.0,1.0,2.0,0.0,11.0,3461
48,415,6149,9028.0,7893.0,12687.0,3964.0,9773.0,764.0,47.0,48.0,2.0,138.0,7919.0,669.0,38.0,41.0,2.0,54.0,16921
48,417,340,1632.0,1746.0,2544.0,211.0,2961.0,14.0,8.0,9.0,1.0,45.0,2288.0,8.0,7.0,4.0,0.0,26.0,3378
48,419,4164,12591.0,12857.0,18721.0,2433.0,16535.0,4414.0,61.0,76.0,0.0,198.0,12898.0,3180.0,46.0,61.0,0.0,103.0,25448
48,421,1227,1548.0,1486.0,2118.0,719.0,1762.0,12.0,11.0,6.0,0.0,16.0,1368.0,9.0,7.0,4.0,0.0,11.0,3034
48,423,36088,101425.0,108289.0,155918.0,21488.0,130246.0,37195.0,734.0,2550.0,63.0,2838.0,103486.0,27091.0,581.0,1834.0,47.0,1391.0,209714
48,425,1626,4182.0,4308.0,6244.0,986.0,6595.0,54.0,45.0,40.0,1.0,129.0,5110.0,14.0,34.0,25.0,0.0,75.0,8490
48,427,58337,29440.0,31528.0,40290.0,38490.0,2449.0,15.0,17.0,119.0,0.0,31.0,1674.0,9.0,12.0,85.0,0.0,20.0,60968
48,429,2011,4975.0,4655.0,7325.0,1251.0,7289.0,195.0,43.0,31.0,1.0,60.0,5832.0,157.0,31.0,24.0,1.0,29.0,9630
48,431,365,576.0,567.0,864.0,258.0,733.0,13.0,13.0,0.0,0.0,19.0,579.0,10.0,7.0,0.0,0.0,10.0,1143
48,433,209,717.0,773.0,1151.0,129.0,1206.0,38.0,4.0,14.0,0.0,19.0,972.0,27.0,4.0,7.0,0.0,12.0,1490
48,435,2459,2029.0,2099.0,2994.0,1673.0,1639.0,6.0,2.0,5.0,0.0,17.0,1300.0,5.0,2.0,5.0,0.0,9.0,4128
48,437,3149,4136.0,3718.0,5802.0,2046.0,4025.0,552.0,37.0,5.0,4.0,82.0,3259.0,427.0,24.0,5.0,4.0,37.0,7854
48,439,482977,887235.0,921799.0,1301973.0,298169.0,937135.0,262522.0,7037.0,83378.0,2938.0,33047.0,736930.0,180989.0,5367.0,61633.0,1972.0,16913.0,1809034
48,441,29074,64028.0,67478.0,99348.0,18357.0,88121.0,9122.0,532.0,1978.0,105.0,2574.0,71102.0,6428.0,431.0,1625.0,80.0,1325.0,131506
48,443,467,509.0,475.0,766.0,343.0,495.0,6.0,7.0,4.0,0.0,5.0,407.0,5.0,6.0,2.0,0.0,3.0,984
48,445,6211,6717.0,5934.0,9372.0,4167.0,5747.0,565.0,28.0,23.0,0.0,77.0,4663.0,455.0,21.0,21.0,0.0,45.0,12651
48,447,152,807.0,834.0,1275.0,94.0,1453.0,9.0,11.0,7.0,0.0,9.0,1156.0,5.0,11.0,3.0,0.0,6.0,1641
48,449,12799,15976.0,16358.0,22451.0,7316.0,15904.0,3000.0,125.0,229.0,9.0,268.0,12578.0,2175.0,84.0,165.0,9.0,124.0,32334
48,451,39315,53976.0,56248.0,84290.0,26516.0,63799.0,3997.0,406.0,1046.0,78.0,1583.0,52368.0,3169.0,328.0,854.0,56.0,999.0,110224
48,453,342766,516637.0,507629.0,779229.0,228123.0,517644.0,82805.0,2611.0,58404.0,540.0,19496.0,429849.0,60875.0,2117.0,46016.0,445.0,11804.0,1024266
48,455,1117,7100.0,7485.0,11544.0,689.0,11819.0,1377.0,57.0,36.0,0.0,179.0,9655.0,1028.0,39.0,29.0,0.0,104.0,14585
48,457,1487,11731.0,10035.0,17414.0,1249.0,17507.0,2376.0,104.0,49.0,6.0,237.0,13962.0,1959.0,77.0,35.0,5.0,127.0,21766
48,459,2613,19462.0,19847.0,29587.0,1516.0,32257.0,3388.0,206.0,146.0,3.0,696.0,24919.0,2552.0,158.0,102.0,3.0,337.0,39309
48,461,1644,1675.0,1680.0,2440.0,1107.0,1611.0,49.0,28.0,0.0,0.0,23.0,1263.0,36.0,17.0,0.0,0.0,17.0,3355
48,463,18299,12909.0,13496.0,18772.0,12127.0,7666.0,110.0,62.0,116.0,6.0,146.0,6356.0,74.0,38.0,83.0,6.0,88.0,26405
48,465,39199,24519.0,24360.0,34315.0,26404.0,8548.0,563.0,86.0,207.0,37.0,239.0,7062.0,434.0,69.0,162.0,26.0,158.0,48879
48,467,4847,25863.0,26716.0,39929.0,2894.0,45087.0,1403.0,371.0,168.0,32.0,671.0,35208.0,1021.0,275.0,126.0,18.0,387.0,52579
48,469,38113,42349.0,44444.0,63616.0,25096.0,41564.0,5190.0,199.0,860.0,16.0,851.0,33580.0,3735.0,157.0,626.0,15.0,407.0,86793
48,471,11389,40007.0,27854.0,56543.0,8580.0,39671.0,15098.0,186.0,617.0,19.0,881.0,34173.0,12578.0,157.0,523.0,19.0,513.0,67861
48,473,12536,21395.0,21810.0,32549.0,7755.0,19260.0,10537.0,141.0,213.0,9.0,509.0,15455.0,8737.0,115.0,163.0,7.0,317.0,43205
48,475,5074,5151.0,5507.0,7738.0,3350.0,4922.0,474.0,48.0,31.0,0.0,109.0,3958.0,311.0,35.0,23.0,0.0,61.0,10658
48,477,4641,16580.0,17138.0,26268.0,2870.0,22394.0,5861.0,61.0,432.0,7.0,322.0,18498.0,4342.0,48.0,329.0,6.0,175.0,33718
48,479,239653,121488.0,128816.0,162146.0,154184.0,8345.0,487.0,95.0,1320.0,11.0,393.0,6254.0,356.0,80.0,986.0,10.0,276.0,250304
48,481,15445,20291.0,20989.0,30208.0,9896.0,19681.0,5668.0,62.0,154.0,2.0,268.0,15827.0,4163.0,52.0,122.0,2.0,146.0,41280
48,483,1344,2661.0,2749.0,4039.0,762.0,3847.0,112.0,20.0,23.0,0.0,64.0,3128.0,75.0,18.0,20.0,0.0,36.0,5410
48,485,21859,67438.0,64062.0,101091.0,14106.0,90001.0,13322.0,1087.0,2586.0,85.0,2560.0,72445.0,10210.0,789.0,2055.0,71.0,1415.0,131500
48,487,3508,6736.0,6799.0,10068.0,2171.0,8585.0,1049.0,115.0,97.0,6.0,175.0,6876.0,758.0,85.0,80.0,4.0,94.0,13535
48,489,19297,12030.0,10104.0,16203.0,13841.0,2235.0,389.0,22.0,134.0,1.0,56.0,1819.0,373.0,15.0,127.0,0.0,28.0,22134
48,491,98034,208032.0,214647.0,301227.0,60755.0,269481.0,24744.0,1340.0,20084.0,354.0,8642.0,203883.0,17019.0,1010.0,14146.0,266.0,4148.0,422679
48,493,16412,21372.0,21546.0,31584.0,11098.0,25186.0,644.0,125.0,143.0,9.0,399.0,19517.0,509.0,98.0,120.0,6.0,236.0,42918
48,495,3824,3550.0,3560.0,5001.0,2453.0,3024.0,129.0,29.0,16.0,0.0,88.0,2378.0,94.0,19.0,13.0,0.0,44.0,7110
48,497,10112,29803.0,29324.0,43724.0,6156.0,47122.0,573.0,341.0,234.0,15.0,730.0,36236.0,465.0,245.0,169.0,14.0,439.0,59127
48,499,3551,20622.0,21342.0,33436.0,2174.0,35628.0,1951.0,198.0,156.0,12.0,468.0,29103.0,1614.0,160.0,105.0,9.0,271.0,41964
48,501,4622,3899.0,3980.0,5378.0,2870.0,3090.0,55.0,30.0,26.0,1.0,55.0,2386.0,46.0,23.0,21.0,1.0,31.0,7879
48,503,3045,9148.0,9402.0,14091.0,1860.0,14959.0,220.0,83.0,55.0,5.0,183.0,11850.0,167.0,61.0,45.0,3.0,105.0,18550
48,505,13084,7044.0,6974.0,9213.0,8411.0,861.0,11.0,16.0,28.0,0.0,18.0,748.0,9.0,14.0,20.0,0.0,11.0,14018
48,507,10961,5760.0,5917.0,8017.0,7445.0,647.0,35.0,9.0,3.0,3.0,19.0,528.0,19.0,8.0,3.0,0.0,14.0,11677
